dem_req_rate,req_rate_wsmt4m.elasticbeanstalk.com,con_rate_wsmt4m.elasticbeanstalk.com,min_rep_rate_wsmt4m.elasticbeanstalk.com,avg_rep_rate_wsmt4m.elasticbeanstalk.com,max_rep_rate_wsmt4m.elasticbeanstalk.com,stddev_rep_rate_wsmt4m.elasticbeanstalk.com,resp_time_wsmt4m.elasticbeanstalk.com,net_io_wsmt4m.elasticbeanstalk.com,errors_wsmt4m.elasticbeanstalk.com
40,40.0,40.0,0.0,39.4,45.5,5.3,59.5,30.2,1.39416983523447
60,60.0,60.0,58.3,60.0,61.0,0.4,70.0,45.9,0
80,80.0,80.0,78.2,80.0,81.0,0.5,100.4,61.2,0
100,99.3,99.3,0.0,12.5,100.4,30.6,334.8,16.5,691.974656810982
