media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;3;1;0;0;40;40,0;39,2;40,0;40,8;0,3;48,9;342,1;0;59;300,000
1;3;1;0;0;60;60,0;58,6;60,0;61,3;0,4;74,3;513,1;0;59;300,000
1;3;1;0;0;80;79,5;0,0;14,6;80,2;28,5;435,5;73,6;445,578540577404;59;300,000
1;3;1;0;0;100;99,3;0,0;18,9;101,2;37,3;159,9;25,3;424,109014675052;59;300,000
3;3;3;1;3;40;40,0;0,0;33,5;41,0;14,6;52,3;4640,4;19,2131929266839;59;300,000
3;3;3;1;3;60;60,0;58,0;60,0;61,8;0,5;71,7;9213,7;0;59;300,000
3;3;3;1;3;80;80,0;76,6;80,0;82,7;0,9;109,0;12283,0;0,00416684028501188;59;300,000
3;3;3;1;3;100;99,3;0,0;12,2;101,2;30,3;314,2;500,3;728,043058239028;59;300,000
1;3;3;1;3;40;40,0;0,0;29,5;40,9;17,4;78,2;26,7;34,9679451130357;59;300,000
1;3;3;1;3;60;60,0;58,2;60,0;60,6;0,4;74,9;55,8;0,0111123458162018;59;300,000
1;3;3;1;3;80;80,0;77,4;80,0;81,6;0,6;93,1;74,3;0;59;300,000
1;3;3;1;3;100;99,3;0,0;22,3;100,8;39,7;323,1;24,9;346,096654275093;59;300,000
3;3;3;1;2;40;40,0;0,0;11,3;50,0;18,1;106,9;1779,1;245,125107851596;59;300,000
3;3;3;1;2;60;59,8;47,8;59,9;69,4;2,1;85,7;9162,9;0;59;300,000
3;3;3;1;2;80;79,4;0,0;15,6;80,2;29,6;466,2;1318,4;408,044030482642;59;300,000
3;3;3;1;2;100;99,3;0,0;19,2;119,0;39,0;128,9;275,7;425,026251312566;59;300,000
3;3;3;1;4;40;40,0;0,0;17,7;40,6;19,6;89,3;2813,7;122,634508348794;59;300,000
3;3;3;1;4;60;60,0;50,6;60,0;69,8;1,9;79,5;9386,8;0;59;300,000
3;3;3;1;4;80;80,0;78,0;80,0;81,6;0,6;109,4;12511,5;0;59;300,000
3;3;3;1;4;100;99,3;0,0;8,0;71,4;15,5;214,2;285,8;1147,92013311148;59;300,000
2;3;3;1;1;40;40,0;0,0;36,7;40,7;11,0;45,6;84,0;8,83366588064575;59;300,000
2;3;3;1;1;60;59,6;18,8;59,0;61,4;5,8;78,9;146,4;1,07816711590296;59;300,000
2;3;3;1;1;80;80,0;35,3;78,2;86,5;8,4;179,6;194,5;2,17983651226158;59;300,000
2;3;3;1;1;100;99,3;0,0;12,0;100,0;30,0;301,6;22,5;728,27167310878;59;300,000
2;3;3;1;4;40;40,0;0,0;34,2;40,6;13,9;46,4;129,8;16,8110581135014;59;300,000
2;3;3;1;4;60;60,0;37,5;59,5;75,6;4,6;103,0;247,1;0,800806406451252;59;300,000
2;3;3;1;4;80;80,0;77,6;80,0;81,6;0,6;93,0;332,0;0;59;300,000
2;3;3;1;4;100;99,3;0,0;3,9;88,8;17,3;806,8;28,6;2472,89879931389;59;300,000
1;3;2;2;0;40;40,0;0,0;37,2;40,4;10,1;49,9;152,0;7,32492621411323;59;300,000
1;3;2;2;0;60;60,0;58,6;60,0;60,6;0,3;70,1;268,5;0;59;300,000
1;3;2;2;0;80;80,0;0,0;45,7;82,6;39,2;104,6;181,9;73,736788765021;59;300,000
