media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;3;3;1;2;50;50,0;48,4;50,0;51,2;0,6;82,2;38,2;0;59;300,000
1;3;3;1;2;70;70,0;67,4;70,0;72,0;1,1;109,0;53,5;0;59;300,000
1;3;3;1;2;90;89,9;85,8;89,9;93,4;1,6;162,7;68,8;0;59;300,000
1;3;2;1;0;50;49,7;0,0;3,3;34,2;9,1;3,3;6,6;1386,62041625372;59;300,000
1;3;2;1;0;70;69,5;0,0;6,6;39,2;12,3;3,8;9,4;961,141990904497;59;300,000
1;3;2;1;0;90;90,0;0,0;22,0;85,4;22,2;13,8;13,7;292,099912866686;59;300,000
2;3;3;1;4;50;50,0;48,6;50,0;51,2;0,6;77,4;197,2;0;59;300,000
2;3;3;1;4;70;70,0;67,7;70,0;72,0;1,1;110,7;290,4;0;59;300,000
2;3;3;1;4;90;90,0;86,4;89,9;94,2;1,5;154,4;373,3;0;59;300,000
3;3;1;0;0;50;50,0;46,5;50,0;51,5;0,8;83,3;8636,6;0;59;300,000
3;3;1;0;0;70;69,5;0,0;29,1;71,5;31,6;439,1;4016,1;139,589275527667;59;300,000
3;3;1;0;0;90;89,4;0,0;9,5;92,0;26,2;251,6;296,6;841,094457999303;59;300,000
1;3;1;0;0;50;50,0;48,8;50,0;51,2;0,6;71,1;396,8;0;59;300,000
1;3;1;0;0;70;70,0;66,7;70,0;71,8;1,0;121,9;598,7;0;59;300,000
1;3;1;0;0;90;89,4;0,0;11,7;103,8;28,8;349,2;41,8;669,230769230769;59;300,000
1;3;3;1;1;50;50,0;48,6;50,0;51,4;0,6;76,0;55,0;0;59;300,000
1;3;3;1;1;70;70,0;67,7;70,0;72,2;1,0;108,7;81,6;0;59;300,000
1;3;3;1;1;90;89,9;86,4;89,9;92,8;1,5;168,7;104,9;0;59;300,000
3;3;2;1;0;50;50,0;48,7;50,0;51,0;0,6;81,4;8104,8;0;59;300,000
3;3;2;1;0;70;69,9;66,6;69,9;72,4;1,0;128,5;11346,0;0;59;300,000
3;3;2;1;0;90;88,3;0,0;3,8;64,0;10,8;411,2;270,1;2233,62143474503;59;300,000
2;3;1;0;0;50;50,0;48,7;50,0;51,0;0,6;69,4;728,2;0;59;300,000
2;3;1;0;0;70;70,0;0,0;50,9;80,8;30,9;165,2;812,9;36,9327073552426;59;300,000
2;3;1;0;0;90;89,4;0,0;11,8;91,0;27,8;369,8;73,0;656,726457399103;59;300,000
1;3;3;1;4;50;50,0;48,7;50,0;51,0;0,6;80,2;116,6;0;59;300,000
1;3;3;1;4;70;70,0;67,0;70,0;72,2;0,9;109,9;163,2;0;59;300,000
1;3;3;1;4;90;90,0;85,5;89,9;92,8;1,5;160,3;209,8;0;59;300,000
1;3;3;1;3;50;50,0;49,0;50,0;51,2;0,5;80,0;46,5;0;59;300,000
1;3;3;1;3;70;70,0;67,9;70,0;72,0;1,0;109,3;65,1;0;59;300,000
1;3;3;1;3;90;90,0;0,0;46,4;95,2;43,9;238,7;48,2;91,5980698268521;59;300,000
1;3;2;2;0;50;50,0;0,0;21,7;61,4;24,3;200,1;83,0;126,48346670693;59;300,000
1;3;2;2;0;70;70,0;67,1;69,9;72,0;1,1;122,2;313,1;0,0333444481493831;59;300,000
1;3;2;2;0;90;89,4;0,0;52,5;94,0;44,4;180,4;238,7;70,9077098366882;59;300,000
3;3;3;1;4;50;50,0;48,1;50,0;51,0;0,5;88,3;7819,2;0;59;300,000
3;3;3;1;4;70;69,9;67,4;69,9;71,4;0,9;118,8;10945,4;0;59;300,000
3;3;3;1;4;90;89,4;0,0;11,6;91,0;28,2;365,7;580,2;668,79271070615;59;300,000
2;3;2;1;0;50;49,0;0,0;0,1;6,1;0,8;2,7;6,1;48287,0967741935;59;300,000
2;3;2;1;0;70;69,5;0,0;7,0;39,8;11,2;66,3;9,4;889,166274140367;59;300,000
2;3;2;1;0;90;89,4;0,0;14,0;66,1;15,7;4,0;12,6;540,265591652834;59;300,000
