media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
3;3;2;1;0;70;69,7;68,2;69,7;70,6;0,8;48,0;11312,5;0;6;30,000
2;3;1;0;0;60;59,9;59,6;59,9;60,4;0,3;40,3;950,8;0;6;30,000
3;3;3;1;4;80;79,8;78,5;79,8;80,3;0,7;53,5;12486,4;0;6;30,000
1;3;1;0;0;70;69,9;69,2;69,9;70,4;0,5;40,5;597,9;0;6;30,000
1;3;1;0;0;70;69,9;69,0;69,8;70,4;0,5;42,4;597,9;0;6;30,000
2;3;2;1;0;80;79,9;78,9;79,8;80,6;0,7;45,1;644,5;0;6;30,000
1;3;1;0;0;70;69,9;69,6;69,9;70,2;0,3;41,2;597,6;0;6;30,000
3;3;1;0;0;50;49,9;49,2;49,9;50,0;0,3;46,8;8619,0;0;6;30,000
3;3;1;0;0;50;49,8;49,2;49,8;50,0;0,3;44,8;8613,8;0;6;30,000
2;3;2;1;0;80;79,9;78,8;79,9;80,6;0,6;43,6;644,8;0;6;30,000
3;3;1;0;0;50;49,8;49,2;49,8;50,6;0,5;46,9;8614,3;0;6;30,000
1;3;3;1;4;90;89,9;88,6;89,6;90,6;0,7;76,5;209,6;0;6;30,000
3;3;2;1;0;70;69,8;68,3;69,7;70,6;0,8;49,0;11316,4;0;6;30,000
1;3;3;1;4;90;89,8;88,0;89,7;90,8;0,9;75,9;209,3;0;6;30,000
3;3;2;1;0;70;69,8;67,8;69,8;70,5;1,0;46,5;11320,7;0;6;30,000
2;3;1;0;0;60;59,9;59,2;59,9;60,4;0,4;42,9;950,5;0;6;30,000
2;3;1;0;0;60;59,9;59,5;59,9;60,4;0,3;40,7;950,9;0;6;30,000
1;3;2;1;0;80;79,9;78,4;79,9;81,0;1,0;47,5;349,2;0;6;30,000
2;3;3;1;4;90;89,7;88,1;89,8;90,6;0,9;75,0;372,5;0;6;30,000
3;3;3;1;4;80;79,8;79,0;79,8;80,6;0,6;46,8;12487,4;0;6;30,000
3;3;3;1;4;80;79,8;78,5;79,7;80,4;0,7;50,3;12487,7;0;6;30,000
1;3;3;1;4;90;89,8;88,9;89,8;90,4;0,6;75,7;209,3;0;6;30,000
1;3;2;1;0;80;79,8;79,0;79,7;80,6;0,7;43,3;349,0;0;6;30,000
3;3;2;1;0;70;69,8;68,8;69,8;70,2;0,5;47,8;11321,8;0;6;30,000
1;3;1;0;0;70;69,9;69,0;69,9;70,6;0,6;40,8;598,2;0;6;30,000
2;3;3;1;4;90;89,8;88,6;89,8;90,6;0,8;74,5;372,6;0;6;30,000
3;3;1;0;0;50;49,9;49,2;49,8;50,2;0,4;46,7;8620,9;0;6;30,000
3;3;2;1;0;70;69,8;68,4;69,7;70,5;0,7;48,1;11322,6;0;6;30,000
2;3;3;1;4;90;89,8;87,8;89,8;90,8;1,0;75,8;372,7;0;6;30,000
1;3;1;0;0;70;69,9;69,4;69,8;70,3;0,3;48,1;598,2;0;6;30,000
2;3;3;1;4;90;89,8;88,4;89,7;90,8;0,9;73,6;372,7;0;6;30,000
1;3;1;0;0;70;69,9;69,0;69,8;70,4;0,6;41,1;598,0;0;6;30,000
1;3;2;1;0;80;79,9;79,4;79,8;80,5;0,5;44,3;349,4;0;6;30,000
1;3;1;0;0;70;69,9;69,1;69,8;71,0;0,8;44,3;597,9;0;6;30,000
3;3;2;1;0;70;69,8;68,2;69,8;70,6;0,9;50,7;11318,0;0;6;30,000
1;3;3;1;4;90;89,8;88,5;89,8;90,7;0,8;77,4;209,5;0;6;30,000
2;3;2;1;0;80;79,9;78,5;79,8;80,5;0,7;44,4;644,4;0;6;30,000
2;3;3;1;4;90;89,9;88,7;89,6;90,4;0,7;75,5;373,0;0;6;30,000
3;3;2;1;0;70;69,8;68,6;69,8;70,4;0,7;45,8;11314,4;0;6;30,000
1;3;2;1;0;80;79,8;79,2;79,8;80,6;0,5;53,6;349,1;0;6;30,000
2;3;1;0;0;60;59,9;59,4;59,9;60,2;0,3;41,9;950,3;0;6;30,000
2;3;1;0;0;60;59,9;59,1;59,9;60,2;0,4;43,9;951,0;0;6;30,000
1;3;3;1;4;90;89,9;88,8;89,7;90,6;0,6;78,1;209,6;0;6;30,000
3;3;1;0;0;50;49,9;49,0;49,9;50,3;0,5;46,6;8619,8;0;6;30,000
2;3;2;1;0;80;79,9;79,2;79,8;80,2;0,4;48,3;644,6;0;6;30,000
3;3;3;1;4;80;79,7;78,6;79,7;80,4;0,6;46,0;12469,9;0;6;30,000
1;3;2;1;0;80;79,8;78,9;79,8;80,8;0,7;43,7;349,2;0;6;30,000
1;3;1;0;0;70;69,9;69,2;69,8;70,5;0,6;45,0;597,7;0;6;30,000
3;3;3;1;4;80;79,8;78,7;79,8;80,6;0,7;56,3;12487,5;0;6;30,000
2;3;2;1;0;80;79,8;79,4;79,9;80,0;0,2;43,9;644,0;0;6;30,000
2;3;3;1;4;90;89,8;88,1;89,8;90,6;0,9;75,8;372,5;0;6;30,000
2;3;3;1;4;90;89,8;88,6;89,7;91,0;0,8;74,7;372,8;0;6;30,000
1;3;2;1;0;80;79,9;78,9;79,8;80,4;0,6;42,5;349,3;0;6;30,000
1;3;1;0;0;70;69,9;69,1;69,8;70,4;0,4;43,1;597,9;0;6;30,000
3;3;3;1;4;80;79,8;78,6;79,7;80,0;0,6;47,8;12489,6;0;6;30,000
1;3;3;1;4;90;89,8;88,6;89,7;90,4;0,6;76,8;209,5;0;6;30,000
1;3;2;1;0;80;79,8;78,9;79,8;80,6;0,7;45,7;348,8;0;6;30,000
2;3;2;1;0;80;79,9;79,4;79,9;80,4;0,4;42,7;644,5;0;6;30,000
1;3;2;1;0;80;79,9;79,0;79,8;80,4;0,5;42,8;349,5;0;6;30,000
3;3;1;0;0;50;49,9;48,9;49,8;50,4;0,6;47,1;8620,4;0;6;30,000
3;3;1;0;0;50;49,8;49,0;49,9;50,4;0,5;48,2;8611,5;0;6;30,000
3;3;3;1;4;80;79,8;78,7;79,7;80,6;0,6;49,0;12490,2;0;6;30,000
1;3;2;1;0;80;79,9;78,4;79,9;80,6;0,9;46,0;349,5;0;6;30,000
2;3;1;0;0;60;59,9;59,3;59,9;60,4;0,4;42,6;950,3;0;6;30,000
2;3;1;0;0;60;59,9;59,3;59,8;60,0;0,3;40,7;950,5;0;6;30,000
3;3;2;1;0;70;69,8;68,8;69,7;70,4;0,5;47,5;11315,5;0;6;30,000
1;3;2;1;0;80;79,9;78,7;79,9;80,6;0,7;43,5;349,2;0;6;30,000
2;3;1;0;0;60;59,9;59,3;59,9;60,4;0,5;40,0;950,9;0;6;30,000
3;3;1;0;0;50;49,9;49,2;49,8;50,6;0,5;46,5;8618,9;0;6;30,000
1;3;3;1;4;90;89,7;88,1;89,7;90,6;0,8;74,1;209,3;0;6;30,000
2;3;3;1;4;90;89,8;88,8;89,6;90,8;0,7;74,5;372,5;0;6;30,000
2;3;1;0;0;60;59,9;59,6;59,9;60,2;0,3;40,6;949,9;0;6;30,000
1;3;3;1;4;90;89,9;88,6;89,8;91,0;0,9;74,9;209,6;0;6;30,000
1;3;1;0;0;70;69,9;69,1;69,8;70,4;0,4;40,8;597,7;0;6;30,000
1;3;2;1;0;80;79,9;79,4;79,8;80,8;0,5;53,0;349,3;0;6;30,000
