media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;1;3;1;4;22;22,0;21,6;21,9;22,4;0,3;110,9;51,2;0;6;30,000
2;1;3;1;4;22;21,9;20,8;21,9;22,8;0,7;113,4;91,0;0;6;30,000
3;1;3;1;4;20;19,9;18,6;19,9;20,6;0,7;123,0;3115,5;0;6;30,000
2;1;2;1;0;22;21,9;21,4;21,9;22,2;0,4;112,0;177,1;0;6;30,000
1;1;1;0;0;22;22,0;21,1;21,9;22,6;0,6;112,4;188,0;0;6;30,000
1;1;3;1;4;22;21,9;21,1;21,9;22,6;0,6;118,1;51,2;0;6;30,000
2;1;3;1;4;22;21,9;21,3;21,9;22,4;0,4;125,0;91,0;0;6;30,000
2;1;1;0;0;22;21,9;21,2;21,9;22,2;0,4;114,4;347,9;0;6;30,000
3;1;3;1;4;20;19,9;18,6;19,8;20,5;0,7;125,7;3108,8;0;6;30,000
2;1;2;1;0;22;22,0;21,1;21,9;22,2;0,5;112,1;177,2;0;6;30,000
1;1;1;0;0;22;22,0;21,5;21,9;22,4;0,4;109,6;187,8;0;6;30,000
1;1;3;1;4;22;21,9;20,7;21,9;22,7;0,7;117,1;51,1;0;6;30,000
1;1;1;0;0;22;22,0;21,4;21,9;22,4;0,4;119,0;188,0;0;6;30,000
3;1;3;1;4;20;19,8;18,8;19,7;20,4;0,6;130,4;3102,0;0;6;30,000
3;1;1;0;0;20;19,9;19,0;19,9;20,6;0,7;124,3;3436,3;0;6;30,000
3;1;1;0;0;20;19,9;19,6;19,9;20,2;0,3;118,2;3443,5;0;6;30,000
1;1;2;1;0;22;21,9;21,2;21,8;22,1;0,4;120,5;95,9;0;6;30,000
1;1;1;0;0;22;21,9;21,4;21,9;22,4;0,4;118,8;187,5;0;6;30,000
1;1;2;1;0;22;22,0;21,5;21,9;22,2;0,3;117,2;96,0;0;6;30,000
3;1;3;1;4;20;19,9;18,8;19,9;20,4;0,6;126,9;3109,8;0;6;30,000
3;1;1;0;0;20;19,9;18,8;19,8;20,8;0,7;111,4;3430,4;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,9;20,4;0,4;118,8;3114,1;0;6;30,000
3;1;1;0;0;20;19,9;18,8;19,8;20,2;0,5;112,5;3433,5;0;6;30,000
2;1;3;1;4;22;21,9;21,1;21,8;22,6;0,6;116,4;91,0;0;6;30,000
2;1;3;1;4;22;22,0;21,6;21,9;22,4;0,3;110,6;91,2;0;6;30,000
2;1;2;1;0;22;21,9;21,2;21,8;22,2;0,4;116,5;177,1;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,9;22,4;0,3;115,0;348,0;0;6;30,000
1;1;3;1;4;22;22,0;21,4;21,8;22,4;0,4;123,1;51,2;0;6;30,000
3;1;3;1;4;20;19,9;18,5;19,8;20,6;0,7;126,2;3109,5;0;6;30,000
3;1;2;1;0;20;19,9;18,9;19,9;20,2;0,5;119,8;3227,2;0;6;30,000
1;1;1;0;0;22;21,9;21,6;21,9;22,2;0,2;113,7;187,7;0;6;30,000
1;1;1;0;0;22;22,0;21,0;21,8;22,6;0,6;111,1;187,8;0;6;30,000
3;1;1;0;0;20;19,9;19,2;19,8;20,0;0,4;116,3;3437,3;0;6;30,000
2;1;3;1;4;22;22,0;21,2;22,0;22,2;0,4;111,7;91,2;0;6;30,000
3;1;3;1;4;20;19,9;19,6;19,8;20,1;0,2;120,4;3108,3;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,9;20,4;0,4;120,8;3116,7;0;6;30,000
1;1;3;1;4;22;22,0;21,6;21,8;22,2;0,3;108,6;51,2;0;6;30,000
1;1;2;1;0;22;21,9;21,4;21,8;22,2;0,3;115,7;95,9;0;6;30,000
2;1;2;1;0;22;21,9;20,9;21,8;22,4;0,7;109,5;176,6;0;6;30,000
3;1;1;0;0;20;19,9;19,3;19,8;20,2;0,4;120,6;3439,0;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,8;20,2;0,4;116,2;3110,5;0;6;30,000
2;1;1;0;0;22;21,9;21,3;21,8;22,2;0,3;111,2;347,4;0;6;30,000
1;1;2;1;0;22;21,9;21,6;21,9;22,4;0,3;117,3;95,7;0;6;30,000
3;1;1;0;0;20;19,8;19,1;19,8;20,1;0,4;113,9;3429,3;0;6;30,000
3;1;1;0;0;20;19,8;19,0;19,9;20,2;0,5;117,0;3428,6;0;6;30,000
2;1;3;1;4;22;22,0;21,2;21,9;22,5;0,5;114,7;91,2;0;6;30,000
3;1;2;1;0;20;19,9;18,6;19,9;20,4;0,8;120,0;3233,7;0;6;30,000
1;1;1;0;0;22;22,0;21,1;21,9;22,6;0,6;109,4;187,9;0;6;30,000
1;1;2;1;0;22;21,1;7,0;17,8;22,6;6,3;484,7;79,7;16,4021164021164;6;30,000
2;1;2;1;0;22;21,9;21,1;21,8;22,6;0,6;114,2;177,0;0;6;30,000
2;1;3;1;4;22;22,0;20,8;21,9;22,6;0,7;121,3;91,2;0;6;30,000
1;1;1;0;0;22;21,9;21,3;21,9;22,4;0,4;111,5;187,7;0;6;30,000
2;1;1;0;0;22;21,9;21,1;21,8;22,6;0,5;114,6;347,9;0;6;30,000
3;1;2;1;0;20;19,9;19,1;19,9;20,2;0,4;119,6;3226,7;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,8;20,4;0,5;136,8;3113,7;0;6;30,000
1;1;2;1;0;22;22,0;21,2;22,0;22,8;0,7;121,0;96,0;0;6;30,000
3;1;1;0;0;20;19,9;19,1;19,8;20,2;0,4;121,3;3435,1;0;6;30,000
1;1;2;1;0;22;22,0;21,3;21,8;22,4;0,4;114,7;96,0;0;6;30,000
2;1;1;0;0;22;21,9;20,7;21,8;22,6;0,8;117,1;348,1;0;6;30,000
1;1;3;1;4;22;22,0;21,4;22,0;22,2;0,3;134,6;51,2;0;6;30,000
2;1;2;1;0;22;21,9;21,4;21,9;22,4;0,4;106,9;176,9;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,9;20,6;0,6;123,6;3115,0;0;6;30,000
2;1;2;1;0;22;22,0;19,5;22,0;24,2;1,5;129,3;177,3;0;6;30,000
2;1;3;1;4;22;21,9;21,4;21,9;22,4;0,4;119,4;91,0;0;6;30,000
1;1;1;0;0;22;21,9;21,1;21,8;22,2;0,4;110,6;187,3;0;6;30,000
1;1;3;1;4;22;22,0;21,6;21,9;22,4;0,3;121,1;51,2;0;6;30,000
1;1;3;1;4;22;22,0;21,2;21,9;22,4;0,4;124,2;51,2;0;6;30,000
1;1;3;1;4;22;21,9;21,5;21,9;22,4;0,3;117,3;51,1;0;6;30,000
3;1;3;1;4;20;19,9;18,7;19,9;20,8;0,8;124,0;3119,5;0;6;30,000
1;1;3;1;4;22;22,0;21,3;21,9;22,2;0,4;109,2;51,2;0;6;30,000
2;1;2;1;0;22;21,9;16,1;21,9;26,2;3,8;642,9;177,0;0;6;30,000
2;1;2;1;0;22;21,9;21,4;21,9;22,6;0,4;113,7;177,0;0;6;30,000
1;1;1;0;0;22;21,9;21,1;21,9;22,4;0,6;117,6;187,5;0;6;30,000
1;1;1;0;0;22;21,9;20,7;21,9;23,0;0,9;113,6;187,7;0;6;30,000
1;1;1;0;0;22;21,9;21,5;21,8;22,4;0,4;110,7;187,7;0;6;30,000
1;1;2;1;0;22;21,9;21,0;21,9;22,6;0,6;112,6;95,9;0;6;30,000
2;1;2;1;0;22;22,0;21,6;21,8;22,0;0,2;111,7;177,3;0;6;30,000
2;1;3;1;4;22;22,0;20,7;21,9;22,8;0,8;107,1;91,1;0;6;30,000
3;1;1;0;0;20;19,9;19,2;19,8;20,2;0,4;115,2;3437,7;0;6;30,000
1;1;3;1;4;22;22,0;21,6;22,0;22,4;0,3;116,1;51,3;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,8;21,0;0,7;120,4;3222,5;0;6;30,000
1;1;1;0;0;22;22,0;21,2;21,9;22,4;0,5;111,5;187,8;0;6;30,000
2;1;1;0;0;22;22,0;21,6;21,9;22,6;0,4;108,5;348,3;0;6;30,000
1;1;3;1;4;22;21,9;21,3;21,9;22,4;0,5;114,5;51,1;0;6;30,000
3;1;1;0;0;20;19,9;19,1;19,9;20,6;0,6;116,8;3437,6;0;6;30,000
1;1;3;1;4;22;20,6;0,0;10,3;22,3;11,3;133,1;24,1;111,538461538462;6;30,000
2;1;3;1;4;22;21,9;20,8;21,9;23,0;0,8;117,1;91,0;0;6;30,000
3;1;1;0;0;20;19,9;19,2;19,8;20,4;0,5;119,9;3441,2;0;6;30,000
2;1;1;0;0;22;22,0;21,2;21,9;22,4;0,5;114,9;348,6;0;6;30,000
3;1;3;1;4;20;19,9;18,4;19,8;20,6;0,7;123,0;3110,4;0;6;30,000
2;1;2;1;0;22;21,9;21,6;21,8;22,0;0,1;114,1;177,0;0;6;30,000
2;1;2;1;0;22;21,9;21,6;21,8;22,1;0,2;108,3;177,1;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,9;20,6;0,6;122,9;3116,5;0;6;30,000
1;1;1;0;0;22;21,9;21,4;21,8;22,1;0,3;112,0;187,7;0;6;30,000
1;1;2;1;0;22;21,9;21,0;21,9;22,4;0,5;117,1;95,7;0;6;30,000
3;1;2;1;0;20;19,9;19,6;19,9;20,4;0,3;116,2;3229,4;0;6;30,000
3;1;1;0;0;20;19,9;18,9;19,8;20,6;0,6;119,2;3439,5;0;6;30,000
2;1;3;1;4;22;21,9;21,3;21,9;22,2;0,4;109,2;91,1;0;6;30,000
1;1;2;1;0;22;21,8;19,3;21,6;23,9;1,6;389,9;95,4;0;6;30,000
1;1;1;0;0;22;22,0;21,5;21,9;22,8;0,5;119,7;187,8;0;6;30,000
2;1;2;1;0;22;21,9;21,0;21,9;22,2;0,5;114,0;177,1;0;6;30,000
3;1;2;1;0;20;19,9;19,0;19,9;20,4;0,5;121,8;3229,2;0;6;30,000
1;1;3;1;4;22;22,0;19,8;21,8;23,6;1,4;127,7;51,2;0;6;30,000
2;1;2;1;0;22;21,9;21,1;21,8;22,6;0,6;117,3;176,9;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,8;20,4;0,5;116,4;3228,0;0;6;30,000
3;1;1;0;0;20;19,8;18,9;19,9;20,6;0,7;114,0;3425,9;0;6;30,000
1;1;1;0;0;22;21,9;21,1;21,9;22,4;0,6;117,2;187,5;0;6;30,000
2;1;1;0;0;22;22,0;21,6;21,9;22,6;0,4;112,2;348,6;0;6;30,000
1;1;3;1;4;22;21,9;21,3;21,8;22,2;0,3;114,2;51,2;0;6;30,000
3;1;1;0;0;20;19,9;19,4;19,8;20,2;0,3;120,0;3436,2;0;6;30,000
1;1;2;1;0;22;22,0;21,4;21,9;22,2;0,3;115,9;96,0;0;6;30,000
1;1;1;0;0;22;21,9;21,2;21,8;22,2;0,4;114,1;187,4;0;6;30,000
1;1;1;0;0;22;22,0;21,4;21,8;22,6;0,5;121,6;188,0;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,9;20,6;0,5;122,2;3220,9;0;6;30,000
3;1;1;0;0;20;19,9;18,8;19,8;20,6;0,6;130,5;3433,7;0;6;30,000
2;1;2;1;0;22;22,0;21,2;21,8;23,2;0,8;119,6;177,2;0;6;30,000
3;1;3;1;4;20;19,9;18,6;19,9;21,0;0,9;140,7;3112,5;0;6;30,000
2;1;1;0;0;22;21,9;16,4;21,4;25,9;3,8;789,8;339,2;2,64385692068429;6;30,000
1;1;1;0;0;22;21,9;21,1;21,9;22,6;0,6;115,8;187,5;0;6;30,000
2;1;1;0;0;22;22,0;21,1;21,9;22,4;0,5;109,6;348,6;0;6;30,000
1;1;2;1;0;22;21,9;21,6;21,9;22,6;0,4;128,4;96,0;0;6;30,000
2;1;3;1;4;22;22,0;20,4;21,9;22,7;0,9;110,5;91,2;0;6;30,000
3;1;3;1;4;20;19,9;18,8;19,9;20,3;0,6;124,6;3115,0;0;6;30,000
3;1;2;1;0;20;19,9;19,1;19,8;20,6;0,6;116,9;3226,4;0;6;30,000
3;1;1;0;0;20;19,9;19,3;19,8;20,0;0,3;121,5;3439,5;0;6;30,000
3;1;2;1;0;20;20,0;19,3;19,7;20,2;0,5;119,4;3236,3;0;6;30,000
3;1;3;1;4;20;19,9;18,8;19,8;20,4;0,6;120,5;3119,5;0;6;30,000
3;1;3;1;4;20;19,8;18,8;19,7;20,4;0,6;127,6;3098,2;0;6;30,000
2;1;2;1;0;22;22,0;21,2;21,9;22,6;0,5;116,0;177,2;0;6;30,000
1;1;2;1;0;22;21,9;21,0;21,8;22,6;0,6;115,6;95,7;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,8;22,2;0,3;113,9;347,8;0;6;30,000
3;1;1;0;0;20;19,9;19,3;19,8;20,2;0,4;116,1;3439,8;0;6;30,000
1;1;3;1;4;22;21,9;21,3;22,0;22,4;0,5;115,8;51,1;0;6;30,000
1;1;2;1;0;22;21,9;21,2;21,8;22,6;0,6;116,2;95,9;0;6;30,000
2;1;3;1;4;22;21,9;20,7;21,9;22,8;0,7;114,7;91,1;0;6;30,000
3;1;2;1;0;20;19,9;19,3;19,8;20,5;0,5;114,9;3231,0;0;6;30,000
1;1;2;1;0;22;22,0;21,1;21,8;22,2;0,5;109,7;96,1;0;6;30,000
3;1;2;1;0;20;19,9;19,4;19,9;20,4;0,4;119,0;3221,8;0;6;30,000
1;1;2;1;0;22;21,9;21,5;21,9;22,6;0,4;116,8;96,0;0;6;30,000
2;1;1;0;0;22;22,0;21,2;21,8;22,4;0,5;111,0;348,3;0;6;30,000
1;1;3;1;4;22;22,0;21,0;21,9;22,6;0,6;120,9;51,2;0;6;30,000
1;1;1;0;0;22;21,9;21,4;21,8;22,4;0,4;112,7;187,8;0;6;30,000
1;1;2;1;0;22;21,9;21,1;21,9;22,6;0,5;113,6;95,9;0;6;30,000
1;1;3;1;4;22;20,7;0,0;0,0;0,0;0,0;0,0;2,7;101;6;30,000
1;1;2;1;0;22;21,9;21,1;21,9;22,4;0,5;119,0;95,9;0;6;30,000
3;1;1;0;0;20;19,9;19,3;19,8;20,2;0,4;121,1;3442,7;0;6;30,000
2;1;1;0;0;22;21,9;21,6;21,8;22,0;0,1;116,9;347,2;0;6;30,000
2;1;3;1;4;22;22,0;21,3;21,9;22,3;0,4;114,3;91,2;0;6;30,000
3;1;3;1;4;20;19,9;18,8;19,9;20,8;0,7;142,8;3113,2;0;6;30,000
3;1;2;1;0;20;19,9;18,7;19,9;20,2;0,6;120,5;3225,1;0;6;30,000
1;1;3;1;4;22;22,0;21,6;21,8;22,2;0,3;108,3;51,2;0;6;30,000
1;1;2;1;0;22;22,0;20,8;21,6;22,4;0,6;199,6;96,0;0;6;30,000
1;1;1;0;0;22;22,0;21,1;21,9;22,8;0,7;115,4;187,9;0;6;30,000
1;1;2;1;0;22;21,9;21,1;21,9;22,8;0,7;114,8;95,8;0;6;30,000
2;1;3;1;4;22;21,9;21,6;21,8;22,2;0,2;114,0;91,0;0;6;30,000
3;1;3;1;4;20;19,8;19,0;19,8;20,4;0,5;118,1;3105,3;0;6;30,000
2;1;3;1;4;22;22,0;21,2;21,8;22,4;0,5;122,5;91,1;0;6;30,000
3;1;3;1;4;20;19,9;18,7;19,8;20,4;0,6;124,0;3115,1;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,9;20,2;0,3;116,5;3224,7;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,8;20,3;0,5;122,0;3228,1;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,8;22,4;0,4;111,9;348,0;0;6;30,000
3;1;1;0;0;20;19,9;18,8;19,9;20,3;0,5;122,7;3439,6;0;6;30,000
2;1;1;0;0;22;21,9;21,5;21,9;22,2;0,3;110,0;347,7;0;6;30,000
1;1;2;1;0;22;21,4;17,0;20,6;22,6;2,2;476,4;92,0;1,53846153846154;6;30,000
3;1;2;1;0;20;19,9;19,2;19,9;20,4;0,4;114,3;3224,0;0;6;30,000
2;1;2;1;0;22;21,9;21,2;21,9;22,6;0,5;112,9;176,9;0;6;30,000
2;1;1;0;0;22;21,9;21,2;21,9;22,2;0,4;104,6;347,2;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,8;20,4;0,5;119,7;3115,6;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,9;20,6;0,5;121,1;3224,8;0;6;30,000
3;1;2;1;0;20;19,9;19,0;19,9;20,4;0,5;112,0;3231,6;0;6;30,000
3;1;3;1;4;20;19,8;19,4;19,9;20,4;0,3;116,8;3099,7;0;6;30,000
3;1;2;1;0;20;19,9;18,8;19,8;20,5;0,7;121,0;3225,3;0;6;30,000
1;1;1;0;0;22;22,0;21,6;21,9;22,4;0,3;112,8;188,0;0;6;30,000
2;1;1;0;0;22;22,0;21,6;21,9;22,4;0,3;109,7;348,3;0;6;30,000
1;1;1;0;0;22;21,9;21,1;21,8;22,4;0,5;121,0;187,7;0;6;30,000
2;1;3;1;4;22;22,0;21,1;21,9;22,4;0,5;119,2;91,2;0;6;30,000
2;1;3;1;4;22;21,9;21,2;21,9;22,6;0,5;107,6;91,1;0;6;30,000
3;1;2;1;0;20;19,9;18,8;19,8;20,3;0,6;121,2;3230,0;0;6;30,000
2;1;2;1;0;22;21,6;0,0;7,1;21,6;9,3;1451,3;63,5;182,051282051282;6;30,000
2;1;3;1;4;22;21,9;21,4;21,9;22,2;0,3;113,2;91,0;0;6;30,000
2;1;1;0;0;22;21,9;21,1;21,9;22,2;0,5;112,0;347,7;0;6;30,000
2;1;1;0;0;22;21,9;21,1;21,8;22,4;0,5;111,7;348,2;0;6;30,000
2;1;1;0;0;22;21,9;20,7;21,8;22,6;0,7;110,8;347,7;0;6;30,000
1;1;3;1;4;22;21,9;21,6;21,9;22,4;0,3;125,8;51,1;0;6;30,000
3;1;2;1;0;20;19,9;19,2;19,8;20,4;0,5;127,3;3232,8;0;6;30,000
1;1;3;1;4;22;21,9;21,5;21,8;22,4;0,4;120,5;51,1;0;6;30,000
3;1;3;1;4;20;19,9;18,9;19,8;20,3;0,5;124,1;3114,5;0;6;30,000
2;1;2;1;0;22;22,0;21,3;21,9;22,4;0,4;117,4;177,4;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,8;22,4;0,5;111,9;347,9;0;6;30,000
3;1;1;0;0;20;19,4;0,0;2,8;15,8;6,4;1792,3;693,6;383,870967741935;6;30,000
1;1;3;1;4;22;21,0;0,0;0,0;0,0;0,0;1776,5;3,8;4300;6;30,000
1;1;2;1;0;22;21,9;21,3;21,8;22,4;0,4;120,7;96,0;0;6;30,000
2;1;2;1;0;22;21,9;21,5;21,8;22,2;0,3;113,5;176,9;0;6;30,000
1;1;1;0;0;22;22,0;21,3;21,9;22,6;0,5;113,0;187,9;0;6;30,000
2;1;2;1;0;22;21,9;21,4;21,8;22,2;0,3;111,5;177,0;0;6;30,000
2;1;1;0;0;22;21,9;21,2;21,9;22,4;0,5;107,5;348,2;0;6;30,000
3;1;2;1;0;20;19,9;19,0;19,9;20,4;0,5;117,7;3233,8;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,9;22,2;0,3;110,2;348,2;0;6;30,000
1;1;3;1;4;22;22,0;21,4;21,9;22,4;0,3;114,3;51,2;0;6;30,000
2;1;1;0;0;22;21,9;21,1;21,9;22,6;0,6;118,8;347,8;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,8;20,4;0,4;124,0;3116,1;0;6;30,000
3;1;2;1;0;20;19,8;18,7;19,8;20,4;0,7;118,6;3218,7;0;6;30,000
2;1;3;1;4;22;21,9;21,2;21,9;22,4;0,5;112,6;91,1;0;6;30,000
1;1;2;1;0;22;21,9;21,4;21,9;22,2;0,3;119,9;95,8;0;6;30,000
2;1;1;0;0;22;21,9;21,5;21,9;22,4;0,4;110,7;347,8;0;6;30,000
1;1;2;1;0;22;22,0;21,2;21,9;22,3;0,5;113,7;96,1;0;6;30,000
2;1;2;1;0;22;20,6;0,0;4,2;18,8;7,4;584,4;33,6;428;6;30,000
3;1;1;0;0;20;19,9;19,4;19,8;20,4;0,5;113,5;3445,1;0;6;30,000
2;1;3;1;4;22;22,0;21,1;21,8;22,6;0,6;109,1;91,1;0;6;30,000
2;1;3;1;4;22;21,9;20,5;21,9;22,8;0,9;110,5;91,0;0;6;30,000
3;1;1;0;0;20;19,9;19,0;19,9;20,4;0,5;117,7;3436,7;0;6;30,000
1;1;3;1;4;22;20,6;0,0;0,1;0,4;0,2;1794,5;2,9;32900;6;30,000
2;1;2;1;0;22;21,9;21,2;21,9;22,4;0,5;119,2;177,1;0;6;30,000
2;1;3;1;4;22;22,0;20,6;21,8;22,6;0,9;113,5;91,2;0;6;30,000
1;1;2;1;0;22;22,0;21,4;21,9;22,6;0,6;120,5;96,0;0;6;30,000
3;1;2;1;0;20;19,9;19,4;19,9;20,2;0,3;116,3;3231,6;0;6;30,000
1;1;1;0;0;22;21,9;21,1;21,9;22,4;0,6;114,8;187,4;0;6;30,000
2;1;2;1;0;22;22,0;21,1;21,9;22,4;0,5;116,2;177,1;0;6;30,000
1;1;3;1;4;22;22,0;21,1;21,9;22,4;0,5;122,8;51,2;0;6;30,000
2;1;3;1;4;22;21,9;21,2;21,9;22,6;0,5;113,3;91,0;0;6;30,000
3;1;1;0;0;20;18,7;0,0;0,4;2,4;1,0;1333,9;66,8;4900;6;30,000
1;1;3;1;4;22;21,9;21,4;21,8;22,4;0,4;112,8;51,2;0;6;30,000
1;1;3;1;4;22;21,9;21,3;21,9;22,6;0,5;128,5;51,1;0;6;30,000
3;1;3;1;4;20;19,9;19,0;19,9;20,6;0,6;122,2;3115,9;0;6;30,000
2;1;3;1;4;22;21,9;21,7;21,9;22,2;0,2;110,3;91,0;0;6;30,000
1;1;3;1;4;22;21,9;21,1;21,9;22,8;0,6;116,3;51,2;0;6;30,000
3;1;1;0;0;20;19,9;19,2;19,8;21,2;0,8;111,1;3431,8;0;6;30,000
3;1;2;1;0;20;19,9;19,0;19,8;20,2;0,5;116,8;3225,7;0;6;30,000
2;1;1;0;0;22;22,0;21,2;21,9;22,4;0,5;116,8;348,5;0;6;30,000
3;1;3;1;4;20;19,9;19,2;19,8;20,2;0,4;127,4;3116,8;0;6;30,000
2;1;2;1;0;22;21,9;21,4;21,8;22,1;0,3;118,1;177,0;0;6;30,000
2;1;3;1;4;22;22,0;20,7;21,9;22,8;0,8;110,8;91,2;0;6;30,000
1;1;3;1;4;22;22,0;21,7;21,9;22,4;0,2;125,7;51,2;0;6;30,000
1;1;3;1;4;22;21,9;21,2;21,8;22,4;0,4;116,9;51,1;0;6;30,000
1;1;1;0;0;22;21,9;21,4;21,9;22,6;0,5;116,5;187,4;0;6;30,000
2;1;1;0;0;22;21,9;21,1;21,9;22,6;0,5;112,5;348,2;0;6;30,000
1;1;2;1;0;22;22,0;21,5;21,8;22,2;0,3;113,2;96,1;0;6;30,000
2;1;1;0;0;22;21,9;21,4;21,9;22,4;0,4;114,9;348,1;0;6;30,000
