media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;2;3;1;2;25;25,0;0,0;15,1;27,6;12,2;69,9;12,9;64,726553920492;59;300,000
1;2;3;1;2;35;35,0;33,8;35,0;36,0;0,3;82,6;26,8;0;59;300,000
1;2;3;1;2;45;44,7;0,0;8,3;45,0;16,1;416,4;9,1;440;59;300,000
3;2;1;0;0;25;25,0;23,6;25,0;26,0;0,4;67,4;4317,7;0;59;300,000
3;2;1;0;0;35;35,0;32,8;35,0;36,6;0,7;131,4;6043,7;0;59;300,000
3;2;1;0;0;45;44,7;0,0;4,9;45,0;13,0;258,2;162,9;817,119565217391;59;300,000
3;2;2;1;0;25;25,0;9,4;24,6;28,5;2,3;87,9;3998,4;1,37875101378751;59;300,000
3;2;2;1;0;35;35,0;32,3;35,0;38,2;0,7;95,1;5675,8;0;59;300,000
3;2;2;1;0;45;44,7;0,0;5,5;45,0;13,5;323,7;251,8;714,725407362704;59;300,000
1;2;2;1;0;25;25,0;0,0;15,7;27,8;11,8;165,2;70,2;58,3614864864865;59;300,000
1;2;2;1;0;35;35,0;33,7;35,0;36,2;0,5;93,0;153,0;0;59;300,000
1;2;2;1;0;45;44,7;0,0;10,5;45,6;17,8;326,4;33,5;326,405559065066;59;300,000
3;2;3;1;4;25;25,0;0,0;16,6;28,5;11,7;102,0;2609,1;49,9700059988002;59;300,000
3;2;3;1;4;35;35,0;33,3;35,0;36,7;0,6;99,0;5475,1;0;59;300,000
3;2;3;1;4;45;44,7;0,0;5,3;47,0;13,4;307,2;232,1;739,030453697949;59;300,000
1;2;3;1;3;25;25,0;2,6;23,8;25,6;4,9;48,4;20,9;4,73397570171764;59;300,000
1;2;3;1;3;35;35,0;34,4;35,0;35,6;0,4;84,1;32,5;0;59;300,000
1;2;3;1;3;45;44,7;0,0;8,0;46,0;15,8;424,1;9,6;461,797752808989;59;300,000
1;2;1;0;0;25;25,0;24,2;25,0;25,7;0,2;53,3;207,9;0;59;300,000
1;2;1;0;0;35;35,0;34,0;35,0;36,2;0,4;93,9;299,3;0;59;300,000
1;2;1;0;0;45;44,7;0,0;1,0;34,6;5,6;934,9;13,7;4311,76470588235;59;300,000
1;2;2;2;0;25;25,0;0,0;23,1;25,6;6,2;65,6;94,9;8,06916426512968;59;300,000
1;2;2;2;0;35;35,0;33,8;35,0;35,7;0,4;84,1;156,6;0;59;300,000
1;2;2;2;0;45;44,7;0,0;7,4;57,7;16,0;401,9;20,8;505,109816225908;59;300,000
1;2;3;1;4;25;25,0;16,0;24,8;25,6;1,2;45,2;53,6;0,603621730382294;59;300,000
1;2;3;1;4;35;35,0;34,0;35,0;35,8;0,4;83,8;81,6;0;59;300,000
1;2;3;1;4;45;44,7;0,0;13,4;53,0;19,9;310,0;27,2;234,075723830735;59;300,000
2;2;3;1;4;25;25,0;0,0;24,5;25,8;3,3;43,5;93,5;2,09637898175878;59;300,000
2;2;3;1;4;35;35,0;34,3;35,0;35,8;0,3;81,0;145,2;0;59;300,000
2;2;3;1;4;45;44,7;0,0;7,7;61,3;16,4;425,2;21,2;479,896907216495;59;300,000
2;2;1;0;0;25;25,0;24,4;25,0;25,8;0,3;55,9;382,4;0;59;300,000
2;2;1;0;0;35;35,0;0,0;18,6;35,6;17,4;86,5;254,6;85,9723698193411;59;300,000
2;2;1;0;0;45;44,7;0,0;5,5;46,4;13,6;314,8;28,2;720,668693009119;59;300,000
2;2;2;1;0;25;25,0;0,0;24,6;25,4;3,3;45,1;181,9;1,76390773405699;59;300,000
2;2;2;1;0;35;35,0;33,7;35,0;36,2;0,4;80,1;282,3;0;59;300,000
2;2;2;1;0;45;44,7;0,0;4,2;46,0;12,4;353,1;38,7;970,578905630452;59;300,000
1;2;3;1;1;25;25,0;24,6;25,0;25,4;0,2;49,5;27,7;0;59;300,000
1;2;3;1;1;35;35,0;33,7;35,0;36,5;0,4;81,4;40,8;0;59;300,000
1;2;3;1;1;45;44,7;0,0;2,1;43,7;8,3;686,3;8,0;2070,41800643087;59;300,000
