dem_req_rate,req_rate_wsmt4m.elasticbeanstalk.com,con_rate_wsmt4m.elasticbeanstalk.com,min_rep_rate_wsmt4m.elasticbeanstalk.com,avg_rep_rate_wsmt4m.elasticbeanstalk.com,max_rep_rate_wsmt4m.elasticbeanstalk.com,stddev_rep_rate_wsmt4m.elasticbeanstalk.com,resp_time_wsmt4m.elasticbeanstalk.com,net_io_wsmt4m.elasticbeanstalk.com,errors_wsmt4m.elasticbeanstalk.com
50,50.0,50.0,48.7,50.0,51.0,0.6,80.2,116.6,0
70,70.0,70.0,67.0,70.0,72.2,0.9,109.9,163.2,0
90,90.0,90.0,85.5,89.9,92.8,1.5,160.3,209.8,0
