dem_req_rate,req_rate_wsmt4m.elasticbeanstalk.com,con_rate_wsmt4m.elasticbeanstalk.com,min_rep_rate_wsmt4m.elasticbeanstalk.com,avg_rep_rate_wsmt4m.elasticbeanstalk.com,max_rep_rate_wsmt4m.elasticbeanstalk.com,stddev_rep_rate_wsmt4m.elasticbeanstalk.com,resp_time_wsmt4m.elasticbeanstalk.com,net_io_wsmt4m.elasticbeanstalk.com,errors_wsmt4m.elasticbeanstalk.com
50,50.0,50.0,48.6,50.0,51.2,0.6,77.4,197.2,0
70,70.0,70.0,67.7,70.0,72.0,1.1,110.7,290.4,0
90,90.0,90.0,86.4,89.9,94.2,1.5,154.4,373.3,0
